date_New,username,name,tweet,text_compound,text_pos,text_neu,text_neg,text_sent
2021-02-07,elonmusk,Elon Musk,Dogecoinrich ,0.0,0.0,1.0,0.0,0
2021-02-06,elonmusk,Elon Musk,Grimezsz Dogecake,0.0,0.0,1.0,0.0,0
2021-02-04,elonmusk,Elon Musk,No highs no lows Doge,-0.6369,0.0,0.244,0.756,-1
2021-02-04,elonmusk,Elon Musk,Dogecoin peoples crypto,0.0,0.0,1.0,0.0,0
2021-02-04,elonmusk,Elon Musk,Doge,0.0,0.0,1.0,0.0,0
2020-12-20,elonmusk,Elon Musk,One word Doge,0.0,0.0,1.0,0.0,0
2020-11-17,elonmusk,Elon Musk,ReflexFunds nickidk pcgamer DojoDoge,0.0,0.0,1.0,0.0,0
2020-07-18,elonmusk,Elon Musk,izzynobre Excuse me I sell Doge,0.0772,0.245,0.755,0.0,1
2020-04-25,elonmusk,Elon Musk,delayslater justpaulinelol Dogecoin Mode,0.0,0.0,1.0,0.0,0
2019-04-02,elonmusk,Elon Musk,Dogecoin value may vary httpstcoUWerAhPv,0.34,0.375,0.625,0.0,1
2019-04-02,elonmusk,Elon Musk,Dogecoin rulz httpstcoflWWUgAgLU,0.0,0.0,1.0,0.0,0
2019-04-02,elonmusk,Elon Musk,dogecoin Uh oh,0.0,0.0,1.0,0.0,0
2019-04-02,elonmusk,Elon Musk,TomHeats Dogecoin might fav cryptocurrency Its pretty cool,0.8176,0.63,0.37,0.0,1
2019-04-02,elonmusk,Elon Musk,Dogecoin value may vary httpstcoUWerAhPv,0.34,0.375,0.625,0.0,1
2019-04-02,elonmusk,Elon Musk,Dogecoin rulz httpstcoflWWUgAgLU,0.0,0.0,1.0,0.0,0
2019-04-02,elonmusk,Elon Musk,dogecoin Uh oh,0.0,0.0,1.0,0.0,0
2019-04-02,elonmusk,Elon Musk,TomHeats Dogecoin might fav cryptocurrency Its pretty cool,0.8176,0.63,0.37,0.0,1
